Interactor_A_ID,Interactor_B_ID,Interactor_A_Name,Interactor_B_Name,Interactor_A_Alias,Interactor_B_Alias,Interaction_detection_methods,First_author,Publications,Interactor_A_Taxonomy,Interactor_B_Taxonomy,Interaction_type,Source_database,Interaction_identifier,Confidence_score,EntrezA,EntrezB,HIDA,HIDB,osEntrezA,osEntrezB,Methods
P27824,Q92997,CALX_HUMAN(gene name),DVL3_HUMAN(gene name),-,-,psi-mi:MI:1313|psi-mi:MI:1314,-,pubmed:29568061|pubmed:unassigned1655,9606,9606,psi-mi:MI:0915|psi-mi:MI:0914,intact,EBI-16789310,0.521085405667823,821,1857,1324,20928,12330,13544,proximity labelling technology | proximity-dependent biotin identification
P26641,Q13332,EF1G_HUMAN(gene name),PTPRS_HUMAN(gene name),-,-,psi-mi:MI:0018|psi-mi:MI:0398,-,pubmed:16169070,9606,9606,psi-mi:MI:0407|psi-mi:MI:0915,intact,EBI-728579,0.517903465908464,1937,5802,20363,20626,67160,19280,two hybrid | two hybrid pooling approach
P50402,P50402,EMD_HUMAN(gene name),EMD_HUMAN(gene name),-,-,psi-mi:MI:0018|psi-mi:MI:0397,-,pubmed:25416956,9606,9606,psi-mi:MI:0407|psi-mi:MI:0915,intact,EBI-10484783,0.517903465908464,2010,2010,91,91,13726,13726,two hybrid | two hybrid array
P22314,P30084,UBA1_HUMAN(gene name),ECHM_HUMAN(gene name),-,-,psi-mi:MI:0018|psi-mi:MI:0397,-,pubmed:21988832,9606,9606,psi-mi:MI:0407|psi-mi:MI:0915,intact,EBI-3908392,0.517903465908464,7317,1892,22002,3018,22201,93747,two hybrid | two hybrid array
P25054,Q99418,APC_HUMAN(gene name),CYH2_HUMAN(gene name),-,-,psi-mi:MI:0018|psi-mi:MI:0398,-,pubmed:20936779,9606,9606,psi-mi:MI:0407|psi-mi:MI:0915,intact,EBI-3437426,0.517903465908464,324,9266,30950,32116,11789,19158,two hybrid | two hybrid pooling approach
P63104,Q9Y2A7,1433Z_HUMAN(gene name),NCKP1_HUMAN(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0006,-,pubmed:17353931,9606,9606,psi-mi:MI:0915,intact,EBI-1064331,0.515255276537757,7534,10787,56528,8384,22631,50884,affinity chromatography technology | anti bait coimmunoprecipitation
Q14974,Q5TAQ9,IMB1_HUMAN(gene name),DCAF8_HUMAN(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0007,-,pubmed:22500989,9606,9606,psi-mi:MI:0915,mint,8328591,0.515255276537757,3837,50717,1707,56725,16211,98193,affinity chromatography technology | anti tag coimmunoprecipitation
P11021,P31946,BIP_HUMAN(gene name),1433B_HUMAN(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0019,-,pubmed:15324660,9606,9606,psi-mi:MI:0915,mint,50969,0.515255276537757,3309,7529,3908,20724,14828,54401,affinity chromatography technology | coimmunoprecipitation
P26641,P61981,EF1G_HUMAN(gene name),1433G_HUMAN(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0019,-,pubmed:15324660,9606,9606,psi-mi:MI:0915,mint,50842,0.515255276537757,1937,7532,20363,22725,67160,22628,affinity chromatography technology | coimmunoprecipitation
O14980,P35232,XPO1_HUMAN(gene name),PHB_HUMAN(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0006,-,pubmed:16319068,9606,9606,psi-mi:MI:0915,intact,EBI-985279,0.515255276537757,7514,5245,2554,1980,103573,18673,affinity chromatography technology | anti bait coimmunoprecipitation
P49407,P50148,ARRB1_HUMAN(gene name),GNAQ_HUMAN(gene name),-,-,psi-mi:MI:0007|psi-mi:MI:0030,-,pubmed:23353685,9606,9606,psi-mi:MI:0915,mint,8408621,0.515255276537757,408,2776,2981,1566,109689,14682,anti tag coimmunoprecipitation | cross-linking study
P06753,Q14240,TPM3_HUMAN(gene name),IF4A2_HUMAN(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0006,-,pubmed:17353931,9606,9606,psi-mi:MI:0915,intact,EBI-1084957,0.515255276537757,7170,1974,81889,1487,59069,13682,affinity chromatography technology | anti bait coimmunoprecipitation
P07196,P61981,NFL_HUMAN(gene name),1433G_HUMAN(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0019,-,pubmed:15324660,9606,9606,psi-mi:MI:0915,mint,50821,0.515255276537757,4747,7532,4487,22725,18039,22628,affinity chromatography technology | coimmunoprecipitation
Q53XM7,Q96LZ7,Q53XM7_HUMAN(gene name),RMD2_HUMAN(gene name),-,-,psi-mi:MI:1112|psi-mi:MI:0397|psi-mi:MI:1356,-,pubmed:25416956,9606,9606,psi-mi:MI:0915,intact,EBI-10560302,0.514748482270711,9217,151393,36163,71930,56491,381110,two hybrid prey pooling approach | two hybrid array | validated two hybrid
O75489,P21796,NDUS3_HUMAN(gene name),VDAC1_HUMAN(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0030,-,pubmed:29128334,9606,9606,psi-mi:MI:0915|psi-mi:MI:0914,intact,EBI-20307902,0.512769928915493,4722,7416,3346,107244,68349,22333,affinity chromatography technology | cross-linking study
P15880,P49407,RS2_HUMAN(gene name),ARRB1_HUMAN(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0007,-,pubmed:17620599,9606,9606,psi-mi:MI:0915|psi-mi:MI:0914,intact,EBI-1642362,0.512769928915493,6187,408,37714,2981,16898,109689,affinity chromatography technology | anti tag coimmunoprecipitation
O00264,P21796,PGRC1_HUMAN(gene name),VDAC1_HUMAN(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0030,-,pubmed:29128334,9606,9606,psi-mi:MI:0915|psi-mi:MI:0914,intact,EBI-20307902,0.512769928915493,10857,7416,48457,107244,53328,22333,affinity chromatography technology | cross-linking study
O00429,P14136,DNM1L_HUMAN(gene name),GFAP_HUMAN(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0030,-,pubmed:29128334,9606,9606,psi-mi:MI:0915|psi-mi:MI:0914,intact,EBI-20305770,0.512769928915493,10059,2670,6384,1554,74006,14580,affinity chromatography technology | cross-linking study
P46531,Q86VP6,NOTC1_HUMAN(gene name),CAND1_HUMAN(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0676,-,pubmed:23022380,9606,9606,psi-mi:MI:0915|psi-mi:MI:0914,mint,2122315,0.512769928915493,4851,55832,32049,10202,18128,71902,affinity chromatography technology | tandem affinity purification
P46531,Q9Y496,NOTC1_HUMAN(gene name),KIF3A_HUMAN(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0676,-,pubmed:23022380,9606,9606,psi-mi:MI:0915|psi-mi:MI:0914,mint,2122315,0.512769928915493,4851,11127,32049,38266,18128,16568,affinity chromatography technology | tandem affinity purification
P47755,P62820,CAZA2_HUMAN(gene name),RAB1A_HUMAN(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0007,-,pubmed:26496610,9606,9606,psi-mi:MI:0915|psi-mi:MI:0914,intact,EBI-11117728,0.512769928915493,830,5861,55956,36154,12343,19324,affinity chromatography technology | anti tag coimmunoprecipitation
P21796,P50402,VDAC1_HUMAN(gene name),EMD_HUMAN(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0030,-,pubmed:29128334,9606,9606,psi-mi:MI:0915|psi-mi:MI:0914,intact,EBI-20313312,0.512769928915493,7416,2010,107244,91,22333,13726,affinity chromatography technology | cross-linking study
P04899,P47755,GNAI2_HUMAN(gene name),CAZA2_HUMAN(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0007,-,pubmed:26496610,9606,9606,psi-mi:MI:0915|psi-mi:MI:0914,intact,EBI-11117728,0.512769928915493,2771,830,55539,55956,14678,12343,affinity chromatography technology | anti tag coimmunoprecipitation
A7KAX9,O95229,RHG32_HUMAN(gene name),ZWINT_HUMAN(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0007,-,pubmed:26496610,9606,9606,psi-mi:MI:0915|psi-mi:MI:0914,intact,EBI-11007376,0.512769928915493,9743,11130,8812,48496,330914,52696,affinity chromatography technology | anti tag coimmunoprecipitation
O00429,Q96CX2,DNM1L_HUMAN(gene name),KCD12_HUMAN(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0030,-,pubmed:29128334,9606,9606,psi-mi:MI:0915|psi-mi:MI:0914,intact,EBI-20305770,0.512769928915493,10059,115207,6384,16316,74006,239217,affinity chromatography technology | cross-linking study
O00429,P26641,DNM1L_HUMAN(gene name),EF1G_HUMAN(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0030,-,pubmed:29128334,9606,9606,psi-mi:MI:0915|psi-mi:MI:0914,intact,EBI-20312872,0.512769928915493,10059,1937,6384,20363,74006,67160,affinity chromatography technology | cross-linking study
P07737,P21796,PROF1_HUMAN(gene name),VDAC1_HUMAN(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0030,-,pubmed:29128334,9606,9606,psi-mi:MI:0915|psi-mi:MI:0914,intact,EBI-20307902,0.512769928915493,5216,7416,3684,107244,18643,22333,affinity chromatography technology | cross-linking study
P49407,P62820,ARRB1_HUMAN(gene name),RAB1A_HUMAN(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0007,-,pubmed:17620599,9606,9606,psi-mi:MI:0915|psi-mi:MI:0914,intact,EBI-1642094,0.512769928915493,408,5861,2981,36154,109689,19324,affinity chromatography technology | anti tag coimmunoprecipitation
P47755,Q9NZQ3,CAZA2_HUMAN(gene name),SPN90_HUMAN(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0007,-,pubmed:26496610,9606,9606,psi-mi:MI:0915|psi-mi:MI:0914,intact,EBI-11117728,0.512769928915493,830,51517,55956,9514,12343,80987,affinity chromatography technology | anti tag coimmunoprecipitation
P10909,P27824,CLUS_HUMAN(gene name),CALX_HUMAN(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0007,-,pubmed:26496610,9606,9606,psi-mi:MI:0915|psi-mi:MI:0914,intact,EBI-11117520,0.512769928915493,1191,821,1382,1324,12759,12330,affinity chromatography technology | anti tag coimmunoprecipitation
P49674,Q13617,KC1E_HUMAN(gene name),CUL2_HUMAN(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0676,-,pubmed:23455922,9606,9606,psi-mi:MI:0915|psi-mi:MI:0914,intact,EBI-6256083,0.512769928915493,1454,8453,121695,2662,27373,71745,affinity chromatography technology | tandem affinity purification
O00429,P49327,DNM1L_HUMAN(gene name),FAS_HUMAN(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0030,-,pubmed:29128334,9606,9606,psi-mi:MI:0915|psi-mi:MI:0914,intact,EBI-20311005,0.512769928915493,10059,2194,6384,55800,74006,14104,affinity chromatography technology | cross-linking study
O95782,P47755,AP2A1_HUMAN(gene name),CAZA2_HUMAN(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0007,-,pubmed:26496610,9606,9606,psi-mi:MI:0915|psi-mi:MI:0914,intact,EBI-11117728,0.512769928915493,160,830,68997,55956,11771,12343,affinity chromatography technology | anti tag coimmunoprecipitation
P31946,Q9H267,1433B_HUMAN(gene name),VP33B_HUMAN(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0007,-,pubmed:24255178,9606,9606,psi-mi:MI:0915|psi-mi:MI:0914,intact,EBI-8796749,0.512769928915493,7529,26276,20724,10261,54401,233405,affinity chromatography technology | anti tag coimmunoprecipitation
P55084,Q14974,ECHB_HUMAN(gene name),IMB1_HUMAN(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0007,-,pubmed:26496610,9606,9606,psi-mi:MI:0915|psi-mi:MI:0914,intact,EBI-11115566,0.512769928915493,3032,3837,153,1707,231086,16211,affinity chromatography technology | anti tag coimmunoprecipitation
O00429,Q99873,DNM1L_HUMAN(gene name),ANM1_HUMAN(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0030,-,pubmed:29128334,9606,9606,psi-mi:MI:0915|psi-mi:MI:0914,intact,EBI-20305770,0.512769928915493,10059,3276,6384,21477,74006,15469,affinity chromatography technology | cross-linking study
P62140,Q96FJ2,PP1B_HUMAN(gene name),DYL2_HUMAN(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0676,-,pubmed:27173435,9606,9606,psi-mi:MI:0915|psi-mi:MI:0914,intact,EBI-12449804,0.512769928915493,5500,140735,37659,115597,19046,68097,affinity chromatography technology | tandem affinity purification
Q16891,Q16891,MIC60_HUMAN(gene name),MIC60_HUMAN(gene name),-,-,psi-mi:MI:0018,-,pubmed:15383276,9606,9606,psi-mi:MI:0407|psi-mi:MI:0915,intact,EBI-474599,0.508108256181692,10989,10989,38234,38234,76614,76614,two hybrid
P17252,P41594,KPCA_HUMAN(gene name),GRM5_HUMAN(gene name),-,-,psi-mi:MI:0415,-,pubmed:23152621,9606,9606,psi-mi:MI:0407,biogrid,1277923,0.50102694538318,5578,2915,55679,37354,18750,108071,enzymatic study
P17252,P28472,KPCA_HUMAN(gene name),GBRB3_HUMAN(gene name),-,-,psi-mi:MI:0096,-,pubmed:12595241,9606,9606,psi-mi:MI:0407,biogrid,260423,0.50102694538318,5578,2562,55679,633,18750,14402,pull down
P63104,Q13501,1433Z_HUMAN(gene name),SQSTM_HUMAN(gene name),-,-,psi-mi:MI:0096,-,pubmed:14702098,9606,9606,psi-mi:MI:0407,biogrid,868639,0.50102694538318,7534,8878,56528,31202,22631,18412,pull down
Q8N4C8,Q96PU5,MINK1_HUMAN(gene name),NED4L_HUMAN(gene name),-,-,psi-mi:MI:0415,-,pubmed:19953087,9606,9606,psi-mi:MI:0407,biogrid,608441,0.50102694538318,50488,23327,56762,86986,50932,83814,enzymatic study
P07737,Q9NQX3,PROF1_HUMAN(gene name),GEPH_HUMAN(gene name),-,-,psi-mi:MI:0096,-,pubmed:9473484,9606,9606,psi-mi:MI:0407,biogrid,306203,0.50102694538318,5216,10243,3684,10820,18643,268566,pull down
P07737,Q8N8S7,PROF1_HUMAN(gene name),ENAH_HUMAN(gene name),-,-,psi-mi:MI:0096,-,pubmed:9473484,9606,9606,psi-mi:MI:0407,biogrid,306202,0.50102694538318,5216,55740,3684,134005,18643,13800,pull down
P51149,Q96QK1,RAB7A_HUMAN(gene name),VPS35_HUMAN(gene name),-,-,psi-mi:MI:0096,-,pubmed:24344282,9606,9606,psi-mi:MI:0407,biogrid,1239778,0.50102694538318,7879,55737,3408,6221,19349,65114,pull down
P48730,P63104,KC1D_HUMAN(gene name),1433Z_HUMAN(gene name),-,-,psi-mi:MI:0096,-,pubmed:15003508,9606,9606,psi-mi:MI:0407,biogrid,800234,0.50102694538318,1453,7534,74841,56528,104318,22631,pull down
P22314,Q92598,UBA1_HUMAN(gene name),HS105_HUMAN(gene name),-,-,psi-mi:MI:0096,-,pubmed:14733918,9606,9606,psi-mi:MI:0407,biogrid,252463,0.50102694538318,7317,10808,22002,21322,22201,15505,pull down
P25054,P48729,APC_HUMAN(gene name),KC1A_HUMAN(gene name),-,-,psi-mi:MI:0415,-,pubmed:19426738,9606,9606,psi-mi:MI:0407,biogrid,342917,0.50102694538318,324,1452,30950,111694,11789,93687,enzymatic study
P17252,Q05586,KPCA_HUMAN(gene name),NMDZ1_HUMAN(gene name),-,-,psi-mi:MI:0415,-,pubmed:9670010,9606,9606,psi-mi:MI:0407,biogrid,835827,0.50102694538318,5578,2902,55679,7187,18750,14810,enzymatic study
P48167,Q9NQX3,GLRB_HUMAN(gene name),GEPH_HUMAN(gene name),-,-,psi-mi:MI:0096,-,pubmed:7546736,9606,9606,psi-mi:MI:0407,biogrid,281466,0.50102694538318,2743,10243,20224,10820,14658,268566,pull down
P51149,Q9UBQ0,RAB7A_HUMAN(gene name),VPS29_HUMAN(gene name),-,-,psi-mi:MI:0096,-,pubmed:24344282,9606,9606,psi-mi:MI:0407,biogrid,1239779,0.50102694538318,7879,51699,3408,9433,19349,56433,pull down
P05129,P14136,KPCG_HUMAN(gene name),GFAP_HUMAN(gene name),-,-,psi-mi:MI:0096,-,pubmed:20395553,9606,9606,psi-mi:MI:0407,biogrid,948535,0.50102694538318,5582,2670,20602,1554,18752,14580,pull down
O14514,Q96NW7,AGRB1_HUMAN(gene name),LRRC7_HUMAN(gene name),-,-,psi-mi:MI:0686,-,pubmed:23782696,9606,9606,psi-mi:MI:0407,biogrid,872730,0.50027192605622,575,57554,1287,10817,107831,242274,unspecified method
Q16623,Q96LZ7,STX1A_HUMAN(gene name),RMD2_HUMAN(gene name),-,-,psi-mi:MI:1112|psi-mi:MI:0397,-,pubmed:unassigned1304,9606,9606,psi-mi:MI:0915,intact,EBI-19167290,0.493540271913043,6804,151393,37941,71930,20907,381110,two hybrid prey pooling approach | two hybrid array
Q12904,Q86YM7,AIMP1_HUMAN(gene name),HOME1_HUMAN(gene name),-,-,psi-mi:MI:1112|psi-mi:MI:0397,-,pubmed:unassigned1304,9606,9606,psi-mi:MI:0915,intact,EBI-18930426,0.493540271913043,9255,9456,31260,3155,13722,26556,two hybrid prey pooling approach | two hybrid array
P40222,P61266,TXLNA_HUMAN(gene name),STX1B_HUMAN(gene name),-,-,psi-mi:MI:1112|psi-mi:MI:0397,-,pubmed:unassigned1304,9606,9606,psi-mi:MI:0915,intact,EBI-19368744,0.493540271913043,200081,112755,14062,69375,109658,56216,two hybrid prey pooling approach | two hybrid array
O75382,P48730,TRIM3_HUMAN(gene name),KC1D_HUMAN(gene name),-,-,psi-mi:MI:1112|psi-mi:MI:0397,-,pubmed:unassigned1304,9606,9606,psi-mi:MI:0915,intact,EBI-19626135,0.493540271913043,10612,1453,21290,74841,55992,104318,two hybrid prey pooling approach | two hybrid array
P50402,Q16623,EMD_HUMAN(gene name),STX1A_HUMAN(gene name),-,-,psi-mi:MI:1112|psi-mi:MI:0397,-,pubmed:unassigned1304,9606,9606,psi-mi:MI:0915,intact,EBI-19167535,0.493540271913043,2010,6804,91,37941,13726,20907,two hybrid prey pooling approach | two hybrid array
P61266,Q5SQN1,STX1B_HUMAN(gene name),SNP47_HUMAN(gene name),-,-,psi-mi:MI:1112|psi-mi:MI:0397,-,pubmed:unassigned1304,9606,9606,psi-mi:MI:0915,intact,EBI-19664907,0.493540271913043,112755,116841,69375,14206,56216,67826,two hybrid prey pooling approach | two hybrid array
P61266,Q9H115,STX1B_HUMAN(gene name),SNAB_HUMAN(gene name),-,-,psi-mi:MI:1112|psi-mi:MI:0397,-,pubmed:unassigned1304,9606,9606,psi-mi:MI:0915,intact,EBI-19664829,0.493540271913043,112755,63908,69375,5332,56216,17957,two hybrid prey pooling approach | two hybrid array
P61018,Q8N1B4,RAB4B_HUMAN(gene name),VPS52_HUMAN(gene name),-,-,psi-mi:MI:1112|psi-mi:MI:0397,-,pubmed:unassigned1304,9606,9606,psi-mi:MI:0915,intact,EBI-19196021,0.493540271913043,53916,6293,100632,5756,19342,224705,two hybrid prey pooling approach | two hybrid array
Q9BRQ6,Q9Y512,MIC25_HUMAN(gene name),SAM50_HUMAN(gene name),-,-,psi-mi:MI:1112|psi-mi:MI:0397,-,pubmed:unassigned1304,9606,9606,psi-mi:MI:0915,intact,EBI-18807612,0.493540271913043,84303,25813,11920,41034,66098,68653,two hybrid prey pooling approach | two hybrid array
Q16623,Q5SQN1,STX1A_HUMAN(gene name),SNP47_HUMAN(gene name),-,-,psi-mi:MI:1112|psi-mi:MI:0397,-,pubmed:unassigned1304,9606,9606,psi-mi:MI:0915,intact,EBI-19169538,0.493540271913043,6804,116841,37941,14206,20907,67826,two hybrid prey pooling approach | two hybrid array
O95229,O95229,ZWINT_HUMAN(gene name),ZWINT_HUMAN(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0676,-,pubmed:20360068,9606,9606,psi-mi:MI:0915,intact,EBI-2554675,0.493319369171736,11130,11130,48496,48496,52696,52696,affinity chromatography technology | tandem affinity purification
Q13501,Q92896,SQSTM_HUMAN(gene name),GSLG1_HUMAN(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0007,-,pubmed:20562859,9606,9606,psi-mi:MI:0915,intact,EBI-3197899,0.493319369171736,8878,2734,31202,7533,18412,20340,affinity chromatography technology | anti tag coimmunoprecipitation
Q99623,Q9P0L0,PHB2_HUMAN(gene name),VAPA_HUMAN(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0007,-,pubmed:26496610,9606,9606,psi-mi:MI:0915|psi-mi:MI:0914,intact,EBI-11120309,0.488906944111045,11331,9218,5263,37824,12034,30960,affinity chromatography technology | anti tag coimmunoprecipitation
O75477,P51149,ERLN1_HUMAN(gene name),RAB7A_HUMAN(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0007,-,pubmed:26496610,9606,9606,psi-mi:MI:0915|psi-mi:MI:0914,intact,EBI-11050319,0.488906944111045,10613,7879,4716,3408,226144,19349,affinity chromatography technology | anti tag coimmunoprecipitation
O75477,P21796,ERLN1_HUMAN(gene name),VDAC1_HUMAN(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0030,-,pubmed:29128334,9606,9606,psi-mi:MI:0915|psi-mi:MI:0914,intact,EBI-20307902,0.488906944111045,10613,7416,4716,107244,226144,22333,affinity chromatography technology | cross-linking study
O14910,P33402,LIN7A_HUMAN(gene name),GCYA2_HUMAN(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0007,-,pubmed:24366813,9606,9606,psi-mi:MI:0915|psi-mi:MI:0914,intact,EBI-6911712,0.488906944111045,8825,2977,20976,47953,108030,234889,affinity chromatography technology | anti tag coimmunoprecipitation
Q9NX63,Q9P0L0,MIC19_HUMAN(gene name),VAPA_HUMAN(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0007,-,pubmed:26496610,9606,9606,psi-mi:MI:0915|psi-mi:MI:0914,intact,EBI-11120309,0.488906944111045,54927,9218,9851,37824,66075,30960,affinity chromatography technology | anti tag coimmunoprecipitation
P51149,Q99623,RAB7A_HUMAN(gene name),PHB2_HUMAN(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0007,-,pubmed:26496610,9606,9606,psi-mi:MI:0915|psi-mi:MI:0914,intact,EBI-11050319,0.488906944111045,7879,11331,3408,5263,19349,12034,affinity chromatography technology | anti tag coimmunoprecipitation
P28331,P51149,NDUS1_HUMAN(gene name),RAB7A_HUMAN(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0007,-,pubmed:26496610,9606,9606,psi-mi:MI:0915|psi-mi:MI:0914,intact,EBI-11050319,0.488906944111045,4719,7879,3670,3408,227197,19349,affinity chromatography technology | anti tag coimmunoprecipitation
Q16531,Q9Y2J2,DDB1_HUMAN(gene name),E41L3_HUMAN(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0007,-,pubmed:24366813,9606,9606,psi-mi:MI:0915|psi-mi:MI:0914,intact,EBI-6911412,0.488906944111045,1642,23136,1448,49308,13194,13823,affinity chromatography technology | anti tag coimmunoprecipitation
Q9BRQ6,Q9P0L0,MIC25_HUMAN(gene name),VAPA_HUMAN(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0007,-,pubmed:26496610,9606,9606,psi-mi:MI:0915|psi-mi:MI:0914,intact,EBI-11120309,0.488906944111045,84303,9218,11920,37824,66098,30960,affinity chromatography technology | anti tag coimmunoprecipitation
P51149,Q16891,RAB7A_HUMAN(gene name),MIC60_HUMAN(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0007,-,pubmed:26496610,9606,9606,psi-mi:MI:0915|psi-mi:MI:0914,intact,EBI-11050319,0.488906944111045,7879,10989,3408,38234,19349,76614,affinity chromatography technology | anti tag coimmunoprecipitation
O94973,Q9NZ94,AP2A2_HUMAN(gene name),NLGN3_HUMAN(gene name),-,-,psi-mi:MI:0018,-,pubmed:25464930,9606,9606,psi-mi:MI:0407|psi-mi:MI:0915,intact,EBI-16424450,0.486476618143154,161,54413,5335,23133,11772,245537,two hybrid
O14980,Q9NPQ8,XPO1_HUMAN(gene name),RIC8A_HUMAN(gene name),-,-,psi-mi:MI:0018,-,pubmed:21988832,9606,9606,psi-mi:MI:0407,biogrid,895074,0.48066828478692,7514,60626,2554,23331,103573,101489,two hybrid
P14415,Q7Z5Q1,AT1B2_HUMAN(gene name),CPEB2_HUMAN(gene name),-,-,psi-mi:MI:0018,-,pubmed:22157746,9606,9606,psi-mi:MI:0407,biogrid,2459483,0.48066828478692,482,132864,36075,17995,11932,231207,two hybrid
Q8N1B4,Q8N1B4,VPS52_HUMAN(gene name),VPS52_HUMAN(gene name),-,-,psi-mi:MI:0018,-,pubmed:20685960,9606,9606,psi-mi:MI:0407,biogrid,725610,0.48066828478692,6293,6293,5756,5756,224705,224705,two hybrid
P63104,Q96TC7,1433Z_HUMAN(gene name),RMD3_HUMAN(gene name),-,-,psi-mi:MI:0018,-,pubmed:20936779,9606,9606,psi-mi:MI:0407,biogrid,464894,0.48066828478692,7534,55177,56528,34926,22631,67809,two hybrid
O15066,Q96PU5,KIF3B_HUMAN(gene name),NED4L_HUMAN(gene name),-,-,psi-mi:MI:0018,-,pubmed:19664597,9606,9606,psi-mi:MI:0407,biogrid,692365,0.48066828478692,9371,23327,55849,86986,16569,83814,two hybrid
P12235,Q9BXK5,ADT1_HUMAN(gene name),B2L13_HUMAN(gene name),-,-,psi-mi:MI:0096,-,pubmed:22921587,9606,9606,psi-mi:MI:0407,mint,8391231,0.479696779226211,291,23786,36058,9111,11739,94044,pull down
P78509,Q13501,RELN_HUMAN(gene name),SQSTM_HUMAN(gene name),-,-,psi-mi:MI:0096,-,pubmed:14702098,9606,9606,psi-mi:MI:0407,biogrid,868645,0.479696779226211,5649,8878,3699,31202,19699,18412,pull down
O75899,Q96CX2,GABR2_HUMAN(gene name),KCD12_HUMAN(gene name),-,-,psi-mi:MI:0096,-,pubmed:23996491,9606,9606,psi-mi:MI:0407,biogrid,950436,0.479696779226211,9568,115207,55902,16316,242425,239217,pull down
Q15437,Q86VP6,SC23B_HUMAN(gene name),CAND1_HUMAN(gene name),-,-,psi-mi:MI:0004,-,pubmed:21145461,9606,9606,psi-mi:MI:0915,biogrid,690586,0.478685700642917,10483,55832,74571,10202,27054,71902,affinity chromatography technology
Q10567,Q9Y6I3,AP1B1_HUMAN(gene name),EPN1_HUMAN(gene name),-,-,psi-mi:MI:0004,-,pubmed:12538641,9606,9606,psi-mi:MI:0915,biogrid,721704,0.478685700642917,162,29924,21972,32172,11764,13854,affinity chromatography technology
Q86VP6,Q9NZ01,CAND1_HUMAN(gene name),TECR_HUMAN(gene name),-,-,psi-mi:MI:0004,-,pubmed:21145461,9606,9606,psi-mi:MI:0915,biogrid,690886,0.478685700642917,55832,9524,10202,36231,71902,106529,affinity chromatography technology
Q86VS8,Q9UM54,HOOK3_HUMAN(gene name),MYO6_HUMAN(gene name),-,-,psi-mi:MI:1313,-,pubmed:29467281,9606,9606,psi-mi:MI:0915,biogrid,2511671,0.478685700642917,84376,4646,13022,56417,320191,17920,proximity labelling technology
Q7Z7B0,Q7Z7B0,FLIP1_HUMAN(gene name),FLIP1_HUMAN(gene name),-,-,psi-mi:MI:0004,-,pubmed:21784850,9606,9606,psi-mi:MI:0915,biogrid,558076,0.478685700642917,27145,27145,6700,6700,70598,70598,affinity chromatography technology
Q8N8S7,Q9NQX3,ENAH_HUMAN(gene name),GEPH_HUMAN(gene name),-,-,psi-mi:MI:0004,-,pubmed:16376568,9606,9606,psi-mi:MI:0915,biogrid,2211122,0.478685700642917,55740,10243,134005,10820,13800,268566,affinity chromatography technology
Q9UKG1,Q9UM54,DP13A_HUMAN(gene name),MYO6_HUMAN(gene name),-,-,psi-mi:MI:1313,-,pubmed:29467281,9606,9606,psi-mi:MI:0915,biogrid,2511664,0.478685700642917,26060,4646,32143,56417,72993,17920,proximity labelling technology
