Yeast Gene,Entrez,Source
HAC1,7494,Panther
HAL5,30811;5563,Panther
HAM1,3704,Ensembl;Panther;TreeFam
HAP2,4800,Panther;TreeFam
HAP3,1810;4801;54107,Panther;Ensembl;HomoloGene;TreeFam
HAP5,4802,Ensembl;Panther;TreeFam
HAS1,8886,Ensembl;HomoloGene;Panther;TreeFam
HAT1,8520,Ensembl;HomoloGene;Panther;TreeFam
HAT2,5928;5931;64326,Ensembl;Panther;TreeFam
HBS1,2935;23708;10767,TreeFam;HomoloGene
HCA4,1662,Ensembl;Panther;TreeFam
HCH1,10598,Ensembl;Panther
HCM1,2295;8928;2302;22887;221937;3607;2305;2308;2309;4303;100132074;27086;93986;50943;116113,Ensembl;Panther
HCR1,8669,Panther;TreeFam
HCS1,3508;23064,Ensembl;HomoloGene;Panther
HDA1,83933;9759;10014;10013;51564;9734,Ensembl;Panther
HDA2,10318;79155;79931,Panther
HEH2,221496;23592,Panther
HEK2,3190;5093;5094;54039;57060,Panther
HEL1,25820;10425;25897;127544,Panther;TreeFam;Ensembl
HEM1,211;212;23464,Ensembl;Panther;TreeFam;HomoloGene
HEM12,7389,Ensembl;HomoloGene;Panther;TreeFam
HEM13,1371,Ensembl;HomoloGene;Panther;TreeFam
HEM14,5498,Ensembl;HomoloGene;TreeFam
HEM15,2235,Ensembl;HomoloGene;Panther;TreeFam
HEM2,210,Ensembl;HomoloGene;Panther;TreeFam
HEM25,54977,Ensembl;HomoloGene;Panther;TreeFam
HEM3,3145,Ensembl;HomoloGene;Panther
HEM4,7390,Ensembl;Panther;TreeFam
HES1,114883,Panther
HFA1,31;32,Ensembl;Panther;TreeFam
HFD1,218;224;221;222,Ensembl;Panther;TreeFam;HomoloGene
HFI1,117143,Panther
HFL1,55751,Ensembl;Panther
HFM1,164045,Ensembl;TreeFam
HHF1,8359;8366;8364;8360;8367;8361;8369;8365;8294;8363;8362;8368;8370;121504,Ensembl;Panther;TreeFam;HomoloGene
HHF2,8359;8366;8364;8360;8367;8361;8369;8365;8294;8363;8362;8368;8370;121504,Ensembl;Panther;TreeFam;HomoloGene
HHO1,3005;8971;373861;3024;3009;3006;3007;3008;3010,Panther;TreeFam
HHT1,3020;3021;440093;8350;8358;8352;8353;8968;8355;8357;8354;8356;126961;8290,Panther;Ensembl;HomoloGene;TreeFam
HHT2,3020;3021;440093;8350;8358;8352;8353;8968;8355;8357;8354;8356;126961;8290,Panther;Ensembl;TreeFam
HIF1,4678,Panther
HIP1,56301;23657;8140;9057;9056;23428;11136,Panther
HIR1,7290,Ensembl;Panther;TreeFam
HIR2,7290,Panther
HIR3,23523,Panther
HIS5,51166;84680;883;56267;2875;84706;6898,Panther
HIT1,9326,Panther
HLJ1,54788;4189;85406,Ensembl
HMF1,10247,Ensembl;HomoloGene;Panther;TreeFam
HMG1,3156,Ensembl;HomoloGene;Panther;TreeFam
HMG2,3156,Ensembl;HomoloGene;Panther
HMI1,84893,Panther
HMLALPHA2,4211;4212;5087;5089;5090;80714;5316;63876;7050;60436;90316;90655,Panther
HMO1,10363;10362;6605;3431;11262;7019;7343;642623,Panther
HMRA1,3166;3167;340784,Panther
HMRA2,4211;4212;5087;5089;5090;80714;5316;63876;7050;60436;90316;90655,Panther
HMS1,6720;6721,Panther
HMS2,3297;3298;3299;86614,Panther;TreeFam
HMT1,10498;3276;3275;10196;55170;56341,Ensembl;HomoloGene;TreeFam;Panther
HMX1,3162;3163,Panther;TreeFam
HNM1,56301;23657;8140;9057;9056;23428;11136,Panther
HNT1,3094;84681,Panther;TreeFam
HNT2,2272;3094;84681,Ensembl;HomoloGene;Panther;TreeFam
HNT3,54840;11284,Ensembl;Panther
HOF1,29993;11252;29763;9051;9050,Panther
HOG1,5602;5600;6300;5603;1432;5599;5601,Ensembl;TreeFam;Panther;HomoloGene
HOP1,84072,Ensembl
HOP2,29893,Panther;TreeFam
HOS1,79885;55869,Ensembl;Panther;TreeFam
HOS2,79885;8841,Ensembl;Panther
HOS3,10013,Panther
HOS4,29123;23253;136371;92591;51666;580;54880;63035;4796,Ensembl;Panther
HPC2,253725;92241;29855;254048,Panther
HPM1,92342,Ensembl;Panther;TreeFam
HPT1,55276;283209,Panther
HRB1,4670;6426;8683,Ensembl;Panther;TreeFam
HRD1,267;84447,Ensembl;Panther
HRD3,6400;80343,Ensembl
HRK1,30811;5563,Panther
HRP1,26528;3178;3181;220988;3182;9987,Ensembl
HRR25,1452;1453;1454;53944;1455;1456;146057;7443;7444,Ensembl;TreeFam;HomoloGene;Panther
HRT1,9978;9616,Panther;TreeFam
HRT3,26268,Ensembl;Panther
HSC82,3320;3324;3326,Panther;TreeFam;HomoloGene
HSE1,26088;23062;23163;9146;8027;10254;10043;10040;146691,Panther;Ensembl
HSF1,3297;3298;3299,Ensembl;Panther;TreeFam
HSH155,23451,Ensembl;Panther;TreeFam
HSH49,10179;10262,Ensembl
HSL1,84446;9024;4139;2011;4140;57787;150094;23387;54861,Ensembl;Panther
HSL7,10419,Ensembl;Panther;TreeFam
HSP10,3336,Ensembl;HomoloGene;Panther;TreeFam
HSP104,81570,Ensembl;Panther;TreeFam
HSP26,1409;1410;3315;3316;8988;126393;27129;26353;94086,Panther
HSP31,11315,Panther
HSP32,11315,Panther
HSP33,11315,Panther
HSP60,3329,Ensembl;HomoloGene;Panther;TreeFam
HSP78,81570,Ensembl;TreeFam
HSP82,3320;3324;3326;7184;10131,Ensembl;Panther;TreeFam;HomoloGene
HST1,23411;23409;23408,Ensembl;Panther
HST2,22933;23410;23409,Ensembl;HomoloGene;Panther;TreeFam
HST3,23410;23409,Panther
HST4,23410;23409,Panther
HSV2,11152;56270,Ensembl;Panther;TreeFam
HTA1,83740;3014;9555;55506;221613;8335;8334;3013;3012;8969;85235;8329;8331;8330;8332;8336;8359;8337;317772;8338;92815,Ensembl;Panther;TreeFam
HTA2,83740;3014;9555;55506;221613;8335;8334;3013;3012;8969;85235;8329;8331;8330;8332;8336;8359;8337;317772;8338;92815,Ensembl;Panther;TreeFam
HTB1,158983;255626;3018;8347;3017;8344;8343;8339;8345;8346;8970;85236;8340;8342;8341;8348;8349;128312,Ensembl;Panther;TreeFam;HomoloGene
HTB2,158983;255626;3018;8347;3017;8344;8343;8339;8345;8346;8970;85236;8340;8342;8341;8348;8349;128312,Ensembl;Panther;TreeFam;HomoloGene
HTS1,3035;23438,Ensembl;HomoloGene;Panther;TreeFam
HTZ1,3015,Ensembl;Panther;TreeFam
HUB1,59286,Ensembl;HomoloGene;Panther;TreeFam
HUL4,8916;26091;51191;55008;7337,Panther;Ensembl;TreeFam
HUL5,9870;57531;89910;9690;51366,Panther;Ensembl;TreeFam
HUT1,10237;347734;51000,Ensembl;HomoloGene;Panther;TreeFam
HXK1,2645;3098;3099;3101,Ensembl;Panther;TreeFam;HomoloGene
HXK2,2645;3098;3099;3101,Ensembl;Panther;TreeFam;HomoloGene
HXT1,11182;29988,Ensembl
HXT10,11182;29988,Ensembl
HXT11,11182;29988,Ensembl
HXT13,11182;29988,Ensembl
HXT14,11182;29988,Ensembl
HXT15,11182;29988,Ensembl
HXT16,11182;29988,Ensembl
HXT17,11182;29988,Ensembl
HXT2,11182;29988,Ensembl
HXT3,11182;29988,Ensembl
HXT4,11182;29988,Ensembl
HXT5,11182;29988,Ensembl
HXT6,11182;29988,Ensembl
HXT7,11182;29988,Ensembl
HXT8,11182;29988,Ensembl
HXT9,11182;29988,Ensembl
HYM1,51719;81617,Ensembl;Panther;TreeFam
HYP2,1984;56648,Ensembl;Panther;TreeFam
HYR1,2876;2877;2878;2879;2880;257202;2882,Ensembl;TreeFam;HomoloGene
IBA57,200205,Ensembl;Panther;TreeFam
ICP55,10988;5036;7511;7512;63929,Panther;Ensembl;HomoloGene;TreeFam
ICT1,51099;94009,TreeFam;Panther
IDH1,3420;3421,Ensembl;HomoloGene;Panther;TreeFam
IDH2,3419,HomoloGene;Panther;TreeFam
IDI1,3422;91734,Ensembl;HomoloGene;Panther;TreeFam
IDP1,3417;3418,Ensembl;HomoloGene;Panther;TreeFam
IDP2,3417;3418,Ensembl;Panther;TreeFam;HomoloGene
IDP3,3417;3418,Ensembl;Panther;TreeFam
IDS2,2992;8908,Panther
IES2,83444,Panther
IFA38,1666;51144;3293,Panther;Ensembl;HomoloGene;TreeFam
IFM1,4528,Ensembl;Panther;TreeFam
IGO1,10776;2029,Panther
IGO2,10776;2029,Panther;TreeFam
IKI1,23587,Panther
IKI3,8518,Ensembl;HomoloGene;Panther;TreeFam
IKS1,5610;149420;140901,Panther
ILS1,3376;92935,Ensembl;HomoloGene;Panther;TreeFam
ILV2,10994,Panther
IMA1,276;277;278;279;280;6519;6520,Panther;Ensembl;TreeFam
IMA2,276;277;278;279;280;6519;6520,Panther;Ensembl;TreeFam
IMA3,276;277;278;279;280;6519;6520,Panther;Ensembl;TreeFam
IMA4,276;277;278;279;280;6519;6520,Panther;Ensembl;TreeFam
IMA5,276;277;278;279;280;6519;6520,Panther;Ensembl;TreeFam
IMD1,2766;51292;3614;3615,Panther
IMD2,2766;51292;3614;3615,Ensembl;Panther;HomoloGene;TreeFam
IMD3,2766;51292;3614;3615,Ensembl;Panther;HomoloGene;TreeFam
IMD4,2766;51292;3614;3615,Ensembl;Panther;HomoloGene;TreeFam
IME2,22858;4117;5891,Ensembl;Panther;TreeFam
IME4,56339,Ensembl;Panther;TreeFam
IMG1,9801,Panther
IMG2,740,Panther
IML1,9681,Ensembl;Panther;TreeFam
IML2,158219,Panther;TreeFam
IMO32,94009,Panther
IMP1,196294,Ensembl;HomoloGene;Panther;TreeFam
IMP2,83943,Ensembl;HomoloGene;Panther;TreeFam
IMP3,55272,Ensembl;HomoloGene;Panther;TreeFam
IMP4,92856,Ensembl;HomoloGene;Panther;TreeFam
INH1,93974,Panther;TreeFam
INM1,3612;3613,HomoloGene;Panther;TreeFam;Ensembl
INM2,3612;3613,HomoloGene;Panther;TreeFam;Ensembl
INO1,51477,Ensembl;HomoloGene;Panther;TreeFam
INO4,4286;7030;7942;22797;7391;7392,Panther
INO80,54617,Ensembl;TreeFam
INP51,3633;3635;56623;27124;51763;3636;4952;4068;117157;8867;8871,Ensembl;Panther;TreeFam
INP52,3633;3635;56623;27124;51763;3636;4952;4068;117157;8867;8871,Ensembl;Panther;TreeFam
INP53,3633;3635;56623;27124;51763;3636;4952;4068;117157;8867;8871,Ensembl;Panther;TreeFam
IOC4,3068;11168,Panther
IPA1,90025,Panther
IPI1,51115;151393;55177,Panther
IPL1,6790;9212;6795,Ensembl;Panther;TreeFam;HomoloGene
IPP1,5464;27068,Ensembl;HomoloGene;Panther;TreeFam
IQG1,8826;10788,Ensembl;Panther
IRA1,153090;4763;5921;5922;22821;10156;8437;9462;64926;8831,Panther;Ensembl
IRA2,153090;4763;5921;5922;22821;10156;8437;9462;64926;8831,Panther;Ensembl
IRC15,9131;1738;2936;7296;10587;114112,Panther
IRC20,257218,Ensembl
IRC24,1666;79758;6697,Panther;Ensembl
IRC3,1654;8653,Panther
IRC5,3070;50485,Ensembl;HomoloGene;TreeFam;Panther
IRC7,1491,Panther
IRE1,2081;10595,Panther;TreeFam;Ensembl
IRR1,10274;10735;10734,Ensembl;Panther
IRS4,2060;6453;50618,Panther
ISA1,81689;122961,Ensembl;Panther;TreeFam
ISA2,81689;122961,Panther;TreeFam
ISC1,6610,Ensembl;Panther;TreeFam
ISD11,57128,Ensembl;Panther;TreeFam
ISM1,55699;92935,Ensembl;HomoloGene;TreeFam;Panther
IST1,9798,Ensembl;Panther;TreeFam
IST2,55107;57101;63982;121601;203859;196527;50636,Panther
ISU1,23479,HomoloGene;Panther;TreeFam
ISU2,23479,HomoloGene;Panther;TreeFam
ISW1,9557;6594;8467,Ensembl;TreeFam;HomoloGene
ISW2,6594;8467,HomoloGene;TreeFam
ISY1,57461,Panther
ITR1,81031;114134,Ensembl;HomoloGene;Panther;TreeFam
ITR2,81031;114134,Ensembl;HomoloGene;Panther;TreeFam
ITT1,9604,Ensembl;TreeFam
IXR1,10363;10362;6605;3431;11262;7019;7343;642623,Panther
IZH1,51094;79602;152559;124222,Ensembl;Panther;TreeFam
IZH2,51094;79602;152559;124222,Ensembl;HomoloGene;Panther;TreeFam
IZH3,152559;124222;54852;79957;164091;85315;344838,Panther;TreeFam
IZH4,51094;79602,Panther
JAC1,150274,Ensembl;Panther;TreeFam
JHD1,54620;22992;84678;5253;23133,Ensembl;Panther
JHD2,3720;5927;10765;8242;8284,Ensembl;Panther
JNM1,10540,Panther
KAE1,55644,Ensembl;HomoloGene;Panther;TreeFam
KAP104,3842;30000,Panther;TreeFam;Ensembl
KAP120,51194,Ensembl;Panther;TreeFam
KAP122,23534,Panther
KAP95,3837,HomoloGene;Panther;TreeFam
KAR2,6782;3309,Panther;HomoloGene;TreeFam
KAR3,3834;3833;3801,Ensembl
KAR4,57721,HomoloGene;Panther
KCC4,84446;9024;4139;2011;4140;57787;150094;23387;54861,Ensembl;Panther
KCS1,9807;51447;117283;253430,Ensembl;Panther;TreeFam
KDX1,1020,Panther
KEL1,54455;3054;29915;122773;23008;23588;116138;8216;10244,Panther;Ensembl;TreeFam
KEL2,54455;3054;29915;122773;23008;23588;116138;8216;10244,Panther;Ensembl;TreeFam
KEL3,23588,Panther
KES1,114883,Panther
KEX1,54504;5476,Ensembl;TreeFam
KEX2,5045;5122;5126;54760;5125;5046;9159,Ensembl;TreeFam;HomoloGene
KGD1,55526;4967,Ensembl;HomoloGene;Panther;TreeFam
KGD2,1629;1743,Ensembl;HomoloGene;Panther;TreeFam
KIC1,11184;5871;8491;9448;11183;50488;203447;9748;6793;8428;10494;51765;57551;9344;23043,Ensembl;TreeFam
KIN1,30811;9891;81788;5563,Panther;Ensembl
KIN2,30811;9891;81788;5563,Panther;Ensembl
KIN28,23552;1022;8814;51265;6792,Ensembl;HomoloGene;Panther;TreeFam
KIN3,4750;79858;4751;4752;6787;10783;140609;91754,Ensembl;Panther;TreeFam
KIN4,83942;23617;81629;283629;83983,Ensembl
KIN82,22983;23139;23031;84930;6446;10110;23678,Ensembl;TreeFam
KIP1,1062;3832;57576;55605;23046;55582;11127;9371;3797;24137;285643;3798;3799;3800;374654,Ensembl;Panther;TreeFam
KIP2,221458;64147,Ensembl
KIP3,113220;81930;146909;3835;347240;84643;11004,Ensembl;TreeFam
KKQ8,30811;5563,Panther
KNS1,1195;1196;1198;57396,Ensembl;Panther;TreeFam
KOG1,57521,Ensembl;HomoloGene;Panther;TreeFam
KRE33,55226,Ensembl;HomoloGene;Panther;TreeFam
KRE5,56886;55757,Ensembl;Panther
KRR1,11103,HomoloGene;Panther;TreeFam
KRS1,1615;3735,Panther;Ensembl;HomoloGene;TreeFam
KSS1,5594;5595;5596;5597;5598;51701,Ensembl;HomoloGene;Panther;TreeFam
KTI11,285381,Panther;TreeFam
LAC1,10715;29956;204219;79603;91012;253782;23471;9697,Panther;TreeFam
LAG1,10715;29956;204219;79603;91012;253782;23471;9697,Panther;TreeFam
LAM1,219771,Panther
LAP2,4048;6051,Ensembl;HomoloGene;Panther;TreeFam
LAP3,642,Ensembl;HomoloGene;Panther;TreeFam
LAS17,7454;8976,Ensembl;Panther;TreeFam
LAT1,1737;8050,Ensembl;HomoloGene;Panther;TreeFam
LCB1,10558,Ensembl;HomoloGene;Panther;TreeFam
LCB2,9517;55304,Ensembl;HomoloGene;Panther;TreeFam
LCB3,81537;130367,Ensembl;Panther;TreeFam
LCB4,64781;375298;8877;56848,Ensembl;Panther;TreeFam
LCB5,64781;375298;8877;56848,Ensembl;Panther;TreeFam
LCL3,56164,Panther
LCP5,25983,Panther
LDB17,51517,Panther
LDB19,57561;10628,Panther
LEA1,6627,Panther;TreeFam
LEE1,23608;23609;7681,Panther
LEM3,55754;161291;644444,Ensembl;Panther;TreeFam
LEO1,123169,Ensembl;Panther
LEU1,48;50;3658,Panther
LEU4,3155,Panther
LEU5,8034;79085;29957;114789;284427;284439;203427,HomoloGene;Panther;TreeFam;Ensembl
LEU9,3155,Panther
LHP1,51574;6741,Ensembl;Panther;TreeFam
LHS1,3309,TreeFam
LIA1,83475,Ensembl;HomoloGene;Panther;TreeFam
LIN1,10421,Panther
LIP5,11019,Ensembl;HomoloGene;Panther;TreeFam
LMO1,9844;63916;79767,Panther
LNP1,80856,Panther
LOS1,11260,HomoloGene;Panther;TreeFam
LOT5,1207,Panther
LPD1,9131;1738;2936;7296;10587;114112,Panther;Ensembl;HomoloGene;TreeFam
LPP1,8611;8612;8613;84513;79948;9890,TreeFam;Panther
LRG1,9824;93663;84986;79822;158763;395;1465;1466;8048;10395;90627;9754,Ensembl;Panther
LRP1,10438,Panther
LSB5,26088;23062;23163;9146;8027;10254,Panther
LSB6,55361;55300,Ensembl;Panther;TreeFam;HomoloGene
LSC1,47;8802,Ensembl;HomoloGene;Panther
LSC2,8803;8801,Ensembl;HomoloGene;Panther;TreeFam
LSG1,2794;55341,Ensembl;HomoloGene;Panther;TreeFam
LSM1,27257,Ensembl;HomoloGene;Panther;TreeFam
LSM12,124801,Ensembl;Panther;TreeFam
LSM2,57819,Ensembl;HomoloGene;Panther;TreeFam
LSM3,27258,Panther;TreeFam
LSM4,25804,Ensembl;Panther;TreeFam
LSM5,23658,Ensembl;Panther;TreeFam
LSM6,11157,Panther;TreeFam
LSM7,51690,Ensembl;HomoloGene;Panther;TreeFam
LSM8,51691,Panther;TreeFam
LST7,201163,Panther
LST8,64223,Ensembl;HomoloGene;Panther;TreeFam
LTE1,221002;153020,Panther
LTO1,220064,Panther;TreeFam
LTP1,52,Ensembl;Panther;TreeFam
LUC7,55692;51631;51747,Ensembl;HomoloGene;Panther;TreeFam
LYP1,56301;23657;8140;9057;9056;23428;11136,Panther
LYS1,10157,Panther
LYS12,3419,Panther
LYS2,65985;79611;51635;25979;201140;3290;2531;50700,Panther;Ensembl
LYS20,3155,Panther
LYS21,3155,Panther
LYS5,60496,Panther
LYS9,10157,Ensembl;HomoloGene;Panther
MAD1,8379,Panther
MAD2,4085,HomoloGene;Panther;TreeFam
MAD3,699;701,Ensembl;Panther
MAE1,4199;4200;10873,Ensembl
MAF1,84232,Ensembl;Panther;TreeFam
MAG2,9921,Ensembl;Panther;TreeFam
MAK11,55003,Ensembl;HomoloGene;TreeFam
MAK21,10153,Ensembl;HomoloGene;Panther;TreeFam
MAK3,375607,Panther
MAK31,51691,Panther
MAK5,57062,Ensembl;Panther;TreeFam
MAL12,276;277;278;279;280;6519;6520,Panther;Ensembl;TreeFam
MAL32,276;277;278;279;280;6519;6520,Panther;Ensembl;TreeFam
MAM3,26507;54805;26505;26504,Ensembl;Panther;TreeFam
MAM33,708,Panther
MAP1,23173;254042;10988;5036;7511;7512,Ensembl;HomoloGene;Panther;TreeFam
MAP2,23173;254042;10988;5036;5184;7511;7512;63929,Panther;Ensembl;HomoloGene;TreeFam
MAS1,9512;7384;7385,Ensembl;HomoloGene;Panther;TreeFam
MAS2,23203;7385,Ensembl;HomoloGene;Panther;TreeFam
MATALPHA2,4211;4212;5087;5089;5090;80714;5316;63876;7050;60436;90316;90655,Panther
MBF1,8721,Ensembl;HomoloGene;Panther;TreeFam
MCD1,5885;9985,Panther
MCD4,23556,Ensembl;HomoloGene;Panther;TreeFam
MCH2,6566;117247;162515;387700;6567;9123;9122;9121;9120;9194;23539;220963,TreeFam
MCK1,2931;2932,Panther
MCM1,6722,Ensembl;Panther;TreeFam
MCM10,55388,Ensembl;Panther
MCM2,4171;254394,Ensembl;HomoloGene;Panther;TreeFam
MCM3,4172,Ensembl;HomoloGene;Panther;TreeFam
MCM4,4173;84515,Ensembl;HomoloGene;Panther;TreeFam
MCM5,4174,Ensembl;HomoloGene;Panther;TreeFam
MCM6,4175,Ensembl;Panther;TreeFam
MCM7,4176,Ensembl;HomoloGene;Panther;TreeFam
MCO14,5092;84105,Panther;TreeFam
MCX1,10845,Ensembl;HomoloGene;Panther;TreeFam
MDE1,51074,Ensembl;HomoloGene;Panther;TreeFam
MDG1,5564;5565,Panther
MDH1,4191,Ensembl;HomoloGene;Panther;TreeFam
MDH2,4191,Panther;TreeFam
MDH3,4191,Panther;TreeFam
MDJ1,9093,Ensembl;HomoloGene;Panther;TreeFam
MDJ2,29103;131118,Panther;TreeFam;Ensembl
MDL1,5243;23456;8647;5244;340273;11194;23457;6890;6891,Panther;Ensembl;TreeFam
MDL2,5243;23456;8647;5244;340273;11194;23457;6890;6891,Panther;Ensembl;HomoloGene;TreeFam
MDM1,23161;57231,Panther;TreeFam
MDM20,80155,Panther
MDM35,51499,Panther;TreeFam
MDM38,3954,Ensembl;Panther;TreeFam
MDR1,27352;55357;23329,Ensembl
MDS3,54455;3054;23588,Panther
MDV1,157574;285231;57599,Panther;Ensembl
MDY2,5886;5887,Panther
MEC1,545;5591,Ensembl;Panther;TreeFam
MEC3,3364;135458,Panther
MED4,29079,Panther
MED6,10001,Ensembl;Panther;TreeFam
MED7,9443,Ensembl;TreeFam
MED8,112950,Panther
MEF1,85476,Ensembl;HomoloGene;Panther;TreeFam
MEF2,84340,Ensembl;HomoloGene;Panther;TreeFam
MEK1,1612;23604;1613;9201;166614;4638;85366;91807;9263;9262;7273,Ensembl;Panther;TreeFam
MER1,3190;5093;5094;54039;57060,Panther
MES1,4141;92935,Ensembl;HomoloGene;Panther;TreeFam
MET10,4552,TreeFam
MET12,4524,Panther;TreeFam
MET13,4524,Ensembl;HomoloGene;Panther;TreeFam
MET14,9061;9060,Ensembl;HomoloGene;Panther
MET18,64210,Ensembl;HomoloGene;Panther;TreeFam
MET28,1050;1051;1052;1053;1054,Panther
MET30,8945;374286;157574;10517;23291;285231;26190;55294;84231,Ensembl;Panther;TreeFam
MET4,468;22809,Panther
MET7,2356,Ensembl;HomoloGene;Panther;TreeFam
MET8,4524,Panther
MEU1,4507;4860,Ensembl;HomoloGene;Panther;TreeFam
MEX67,10482;56001;56000;55999;55998,HomoloGene;Panther;TreeFam
MFT1,80145,Panther
MGA1,86614,TreeFam
MGA2,51479;56311;136319;84988,Panther
MGE1,80273,HomoloGene;Panther;TreeFam
MGL2,84696;11057;171586,Ensembl;HomoloGene;Panther;TreeFam
MGM1,1759;10059;1785;26052;4976,Panther;TreeFam;Ensembl
MGS1,56897,Ensembl;HomoloGene;Panther;TreeFam
MGT1,4255,Panther;TreeFam
MHF1,378708;1325,Panther
MHF2,201254,Panther
MHO1,51072,Ensembl;HomoloGene;Panther;TreeFam
MHP1,22900;4261;197358;84166;22861;338322;204801;91662;126204;338323;55655;114548;147945;126206;171389;199713;338321;79671;10392;64127,Panther
MIA40,131474,Ensembl;Panther;TreeFam
MIC10,440574,Panther;TreeFam
MIC60,10989,Panther
MIF2,1060,Panther
MIG1,1958;1959;1960;1961;7490,Ensembl
MIG2,1958;1959;1960;1961;7490,Ensembl
MIG3,1958;1959;1960;1961;7490,Ensembl
MIH1,993;994;995,Ensembl;Panther;TreeFam
MIP1,5428,Ensembl;HomoloGene;Panther;TreeFam
MIR1,5250,Panther;TreeFam
MIS1,4522;25902;10797;441024,Panther;TreeFam;Ensembl
MIX17,400916;51142,Ensembl;Panther;TreeFam
MKC7,23621;25825;1510;643834;643847;5222;5225,Panther;TreeFam
MKK1,5604;5605;9020;9448;50488;23043,TreeFam;Panther
MKK2,5604;5605;9020;9448;50488;23043,TreeFam;Panther
MLC1,4632;4634;4635;4637;140465,Ensembl;HomoloGene;Panther;TreeFam
MLC2,103910;4633;4636;58498;10398,Panther
MLH1,4292;27030,Ensembl;HomoloGene;Panther;TreeFam
MLH2,5378,Panther
MLH3,27030,HomoloGene;Panther
MLP1,7175,Ensembl;Panther
MLP2,84700;132320;7175,Panther;Ensembl
MMF1,10247,Ensembl;Panther;TreeFam
MMP1,56301;23657;8140;9057;9056;23428;11136,Panther
MMS2,7335;7336,Ensembl;Panther;HomoloGene;TreeFam
MMS4,146956;197342,Panther
MND1,84057,Ensembl;Panther
MNL1,9695;55741;80267,Ensembl;Panther;TreeFam
MNL2,4121;10905,Panther
MNN14,2218,Panther
MNN4,2218,Panther
MNP1,6182,Ensembl;HomoloGene;TreeFam
MNS1,4121;10905;11253,Ensembl;Panther;TreeFam
MOB1,55233;92597;81532,HomoloGene;Ensembl;Panther
MOB2,92597;81532,Panther;TreeFam
MOG1,29098,Ensembl;Panther;TreeFam
MOH1,29799;388403;83719;219539;51646,Ensembl;TreeFam;HomoloGene
MON1,84315;22879,Ensembl;HomoloGene;Panther;TreeFam
MOT1,9044;50485,Ensembl;HomoloGene;TreeFam
MOT2,4850,Ensembl;Panther;TreeFam
MOT3,6595;6597,Panther
MPA43,55277;2710;2712;2713;23729;9942,Panther;TreeFam
MPC1,51660,Ensembl;HomoloGene;Panther;TreeFam
MPC2,25874,Ensembl;Panther;TreeFam
MPC3,25874,Ensembl;Panther;TreeFam
MPD1,54431;10130;81567,Ensembl
MPE1,5930,Ensembl;Panther
MPH1,57697,Ensembl;Panther
MPP10,10199,Ensembl;Panther;TreeFam
MPP6,10200,Panther
MPS1,9874;7272,Ensembl;Panther;TreeFam
MPS3,6676;23353;25777;140732,Panther
MRC1,63967,Panther
MRD1,9904,Ensembl;HomoloGene;Panther;TreeFam
MRE11,4361,Ensembl;HomoloGene;Panther;TreeFam
MRF1,9617;54516,Ensembl;Panther;TreeFam;HomoloGene
MRH4,11056,Panther
MRI1,84245,Ensembl;HomoloGene;Panther;TreeFam
MRK1,2931;2932,Ensembl;Panther
MRL1,3482;4074,Panther
MRM2,29960,Ensembl;HomoloGene;Panther;TreeFam
MRN1,55696,Panther
MRP17,64968,Panther
MRP2,63931,Panther;TreeFam
MRP20,6150,Panther
MRP21,54460,Panther
MRP4,51116,Ensembl;Panther;TreeFam
MRP49,64432,Panther
MRP7,51264,Ensembl;Panther;TreeFam
MRPL10,29088,Panther
MRPL11,124995,Panther
MRPL16,54948,Panther
MRPL17,26589,Panther
MRPL19,65003,Ensembl;HomoloGene;Panther;TreeFam
MRPL22,29093,Panther
MRPL23,28998,Ensembl;HomoloGene;Panther;TreeFam
MRPL24,10573,Panther
MRPL27,64975,Panther
MRPL28,64976,Panther
MRPL3,65080,Panther
MRPL32,64983,Panther
MRPL33,51263,Panther
MRPL35,64978;5037;157310,Panther;TreeFam
MRPL37,116541,Panther;TreeFam
MRPL39,9553,Panther
MRPL4,57129,Panther
MRPL40,79590,Panther
MRPL49,219927,Panther
MRPL51,84545;4695,Panther;TreeFam
MRPL8,63875,Panther;TreeFam
MRPL9,11222,Ensembl;HomoloGene;Panther;TreeFam
MRPS12,6183,Ensembl;HomoloGene;Panther;TreeFam
MRPS16,51021,Ensembl;Panther;TreeFam
MRPS18,64963,Panther
MRPS28,64960,Panther;TreeFam
MRPS5,64969,Ensembl;Panther
MRPS9,64965;6217,Ensembl;Panther;TreeFam
MRS3,81894;51312,Ensembl;Panther;TreeFam;HomoloGene
MRS4,81894;51312,Ensembl;Panther;TreeFam;HomoloGene
MRS6,1121;1122;2664;2665,Panther;TreeFam
MRX1,10128,Panther
MRX10,55005,Ensembl;HomoloGene;Panther;TreeFam
MRX14,64981,Panther;TreeFam
MRX3,117145;284486,Panther
MSB3,27352;83874;26000;374403;55357;729873;23329;414059;414060;102723859;84218;101060321;729877;9098;9712,Panther;Ensembl
MSB4,27352;83874;26000;374403;55357;729873;23329;414059;414060;102723859;84218;101060321;729877;9098;9712,Panther;Ensembl
MSC2,64924;55676;148867,Ensembl;TreeFam;Panther
MSD1,1615;55157,Panther;Ensembl;HomoloGene;TreeFam
MSE1,124454,Ensembl;HomoloGene;Panther;TreeFam
MSF1,10667,Ensembl;HomoloGene;Panther;TreeFam
